spend_date,channel_id,spend,impressions,clicks
2026-05-08,3,45.05,1150,700
2026-05-08,4,0.0,2230,1184
2026-05-08,5,213.89,5101,513
2026-05-08,6,49.72,2792,1296
2026-05-09,1,420.2,15635,1816
2026-05-09,2,365.03,10132,1275
2026-05-09,3,43.95,1568,788
2026-05-09,4,0.0,2061,951
2026-05-09,5,267.01,2191,372
2026-05-09,6,52.88,1719,1415
2026-05-10,1,626.68,20374,2094
2026-05-10,2,561.42,12475,1242
2026-05-10,3,47.58,1548,788
2026-05-10,4,0.0,1716,812
2026-05-10,5,288.44,3279,660
2026-05-10,6,56.26,2863,1347
2026-05-11,1,549.77,10156,1425
2026-05-11,2,378.75,8772,1369
2026-05-11,3,49.45,1769,936
2026-05-11,4,0.0,1346,1006
2026-05-11,5,287.3,4873,503
2026-05-11,6,54.36,2648,1516
2026-05-12,1,591.03,15743,1731
2026-05-12,2,482.71,7009,1193
2026-05-12,3,63.71,1567,737
2026-05-12,4,0.0,1130,790
2026-05-12,5,253.7,3401,425
2026-05-12,6,34.95,1562,1012
2026-05-13,1,565.0,10965,1667
2026-05-13,2,361.82,14471,1329
2026-05-13,3,68.32,1501,911
2026-05-13,4,0.0,1803,924
2026-05-13,5,189.02,3318,478
2026-05-13,6,43.8,1677,1078
2026-05-14,1,500.41,12237,1423
2026-05-14,2,367.95,11509,1806
2026-05-14,3,63.52,1216,761
2026-05-14,4,0.0,1372,864
2026-05-14,5,220.7,4380,539
2026-05-14,6,42.99,2704,1244
2026-05-15,1,446.02,11347,1589
2026-05-15,2,338.71,9064,1099
2026-05-15,3,63.75,1099,799
2026-05-15,4,0.0,1363,906
2026-05-15,5,247.96,2922,424
2026-05-15,6,43.56,2187,1119
2026-05-16,1,481.24,9927,1576
2026-05-16,2,521.36,8904,1307
2026-05-16,3,70.31,1478,785
2026-05-16,4,0.0,1159,934
2026-05-16,5,256.2,4014,513
2026-05-16,6,54.32,2760,1492
2026-05-17,1,623.26,14515,1731
2026-05-17,2,382.35,14424,1402
2026-05-17,3,58.63,1469,680
2026-05-17,4,0.0,1307,988
2026-05-17,5,272.02,4795,608
2026-05-17,6,37.62,2070,1207
2026-05-18,1,483.17,12402,1247
2026-05-18,2,503.02,9804,1622
2026-05-18,3,49.14,1374,763
2026-05-18,4,0.0,2089,969
2026-05-18,5,186.16,5751,569
2026-05-18,6,52.03,2388,1359
2026-05-19,1,615.63,14704,1382
2026-05-19,2,489.31,7804,1372
2026-05-19,3,56.38,1410,836
2026-05-19,4,0.0,1204,857
2026-05-19,5,206.32,3290,561
2026-05-19,6,37.8,1641,1254
2026-05-20,1,515.59,10753,1524
2026-05-20,2,460.57,7432,1181
2026-05-20,3,45.26,1829,918
2026-05-20,4,0.0,1681,788
2026-05-20,5,189.44,5269,589
2026-05-20,6,51.08,1663,990
2026-05-21,1,561.02,17996,1952
2026-05-21,2,405.13,11662,1189
2026-05-21,3,68.68,1045,703
2026-05-21,4,0.0,1373,1032
2026-05-21,5,236.45,3355,526
2026-05-21,6,53.83,2697,1368
2026-05-22,1,511.9,8574,1373
2026-05-22,2,334.68,11991,1415
2026-05-22,3,42.87,1211,651
2026-05-22,4,0.0,1814,1008
2026-05-22,5,267.28,3096,573
2026-05-22,6,50.6,2381,1385
2026-05-23,1,452.38,17077,1757
2026-05-23,2,471.84,8360,1426
2026-05-23,3,60.83,1735,833
2026-05-23,4,0.0,1478,1029
2026-05-23,5,271.62,2924,545
2026-05-23,6,41.69,2674,1300
2026-05-24,1,637.05,14633,1930
2026-05-24,2,318.34,12786,1361
2026-05-24,3,67.66,1057,667
2026-05-24,4,0.0,1826,832
2026-05-24,5,247.14,3003,385
2026-05-24,6,44.96,1937,1131
2026-05-25,1,585.37,12236,1426
2026-05-25,2,482.74,8435,1077
2026-05-25,3,50.1,1381,724
2026-05-25,4,0.0,1501,772
2026-05-25,5,185.46,3527,541
2026-05-25,6,31.85,2256,1222
2026-05-26,1,624.24,13398,1583
2026-05-26,2,511.56,12642,1281
2026-05-26,3,66.14,982,653
2026-05-26,4,0.0,1477,852
2026-05-26,5,227.46,3298,572
2026-05-26,6,46.45,2633,1234
2026-05-27,1,457.97,7784,1210
2026-05-27,2,355.46,12293,1447
2026-05-27,3,62.63,1057,632
2026-05-27,4,0.0,1495,944
2026-05-27,5,185.55,3901,414
2026-05-27,6,45.6,2196,1077
2026-05-28,1,582.08,11773,1342
2026-05-28,2,451.39,7867,1207
2026-05-28,3,54.92,985,814
2026-05-28,4,0.0,1418,851
2026-05-28,5,174.52,3179,408
2026-05-28,6,34.89,2296,1070
2026-05-29,1,467.99,12510,1293
2026-05-29,2,356.66,10355,1434
2026-05-29,3,41.67,938,748
2026-05-29,4,0.0,1229,760
2026-05-29,5,227.39,3324,432
2026-05-29,6,38.39,1711,1089
2026-05-30,1,385.72,11170,1079
2026-05-30,2,359.73,12082,1123
2026-05-30,3,54.56,1029,633
2026-05-30,4,0.0,1957,957
2026-05-30,5,229.97,3367,519
2026-05-30,6,48.73,1413,1007
2026-05-31,1,471.43,9855,1295
2026-05-31,2,375.2,10411,1127
2026-05-31,3,60.53,1521,723
2026-05-31,4,0.0,1072,882
2026-05-31,5,249.74,2746,377
2026-05-31,6,42.04,2699,1250
2026-06-01,1,403.39,6504,1257
2026-06-01,2,442.85,8644,1378
2026-06-01,3,38.37,739,569
2026-06-01,4,0.0,1490,773
2026-06-01,5,241.53,3144,369
2026-06-01,6,47.83,1144,950
2026-06-02,1,390.12,13603,1685
2026-06-02,2,463.2,14165,1390
2026-06-02,3,59.24,849,580
2026-06-02,4,0.0,1248,826
2026-06-02,5,244.88,3025,370
2026-06-02,6,48.34,1841,1257
2026-06-03,1,526.48,9302,1315
2026-06-03,2,323.26,9208,1487
2026-06-03,3,61.43,1473,766
2026-06-03,4,0.0,1305,873
2026-06-03,5,236.85,3059,472
2026-06-03,6,34.38,1458,865
2026-06-04,1,400.13,13437,1320
2026-06-04,2,316.42,7680,1032
2026-06-04,3,52.35,1223,637
2026-06-04,4,0.0,1845,917
2026-06-04,5,168.87,4311,531
2026-06-04,6,29.59,1684,927
2026-06-05,1,415.99,10466,1358
2026-06-05,2,369.1,9291,1038
2026-06-05,3,48.42,1406,701
2026-06-05,4,0.0,1967,958
2026-06-05,5,228.32,2931,344
2026-06-05,6,39.74,2013,1239
2026-06-06,1,507.28,11926,1371
2026-06-06,2,318.8,6970,1083
2026-06-06,3,45.86,912,688
2026-06-06,4,0.0,1456,738
2026-06-06,5,151.28,4396,478
2026-06-06,6,46.08,1558,1228
2026-06-07,1,464.45,8493,1462
2026-06-07,2,344.08,8884,1506
2026-06-07,3,36.97,1572,727
2026-06-07,4,0.0,1300,834
2026-06-07,5,154.96,2908,351
2026-06-07,6,34.31,1529,1158
2026-06-08,1,432.38,10093,1323
2026-06-08,2,378.21,6629,989
2026-06-08,3,36.4,970,773
2026-06-08,4,0.0,1263,840
2026-06-08,5,180.77,3055,324
2026-06-08,6,30.81,1597,889
2026-06-09,1,427.52,12226,1445
2026-06-09,2,338.41,9247,1048
2026-06-09,3,42.9,1076,535
2026-06-09,4,0.0,1853,875
2026-06-09,5,232.06,1891,374
2026-06-09,6,33.11,1468,1004
2026-06-10,1,500.39,9621,1093
2026-06-10,2,344.78,8375,1228
2026-06-10,3,40.63,1011,572
2026-06-10,4,0.0,1628,898
2026-06-10,5,181.23,3515,482
2026-06-10,6,33.55,1648,1116
2026-06-11,1,426.3,12197,1525
2026-06-11,2,307.72,8284,1089
2026-06-11,3,42.72,779,528
2026-06-11,4,0.0,1914,907
2026-06-11,5,201.8,3359,481
2026-06-11,6,36.05,1815,922
2026-06-12,1,390.59,12834,1623
2026-06-12,2,332.25,8570,1540
2026-06-12,3,55.54,1008,564
2026-06-12,4,0.0,1192,653
2026-06-12,5,184.18,2770,408
2026-06-12,6,31.32,1263,922
2026-06-13,1,440.8,8460,1504
2026-06-13,2,344.23,7476,1052
2026-06-13,3,38.87,953,594
2026-06-13,4,0.0,1178,703
2026-06-13,5,170.87,1952,310
2026-06-13,6,38.6,1349,1013
2026-06-14,1,462.2,6969,1167
2026-06-14,2,347.41,9757,1361
2026-06-14,3,44.75,1322,610
2026-06-14,4,0.0,1068,792
2026-06-14,5,181.14,3029,419
2026-06-14,6,34.83,1869,911
2026-06-15,1,409.37,10992,1173
2026-06-15,2,297.4,7735,1133
2026-06-15,3,46.75,1150,617
2026-06-15,4,0.0,1173,612
2026-06-15,5,135.85,2113,284
2026-06-15,6,33.31,1647,1096
2026-06-16,1,485.01,10719,1170
2026-06-16,2,352.18,11079,1159
2026-06-16,3,49.76,1420,691
2026-06-16,4,0.0,1731,861
2026-06-16,5,133.56,2467,295
2026-06-16,6,41.7,2012,1027
2026-06-17,1,453.67,9837,1321
2026-06-17,2,347.94,6461,848
2026-06-17,3,43.17,751,622
2026-06-17,4,0.0,1025,820
2026-06-17,5,170.73,4313,404
2026-06-17,6,32.06,1227,853
2026-06-18,1,403.81,7035,1104
2026-06-18,2,275.34,4969,872
2026-06-18,3,41.51,1202,630
2026-06-18,4,0.0,1187,846
2026-06-18,5,191.75,3318,400
2026-06-18,6,32.24,1880,857
2026-06-19,1,441.0,9773,1150
2026-06-19,2,359.93,8665,994
2026-06-19,3,34.79,808,608
2026-06-19,4,0.0,1209,593
2026-06-19,5,213.46,2852,392
2026-06-19,6,33.92,1626,1036
2026-06-20,1,331.78,6906,1229
2026-06-20,2,261.22,6710,1131
2026-06-20,3,40.25,916,495
2026-06-20,4,0.0,1282,628
2026-06-20,5,179.75,3145,324
2026-06-20,6,30.19,1323,922
2026-06-21,1,501.0,9057,1449
2026-06-21,2,280.42,11343,1205
2026-06-21,3,43.99,1061,629
2026-06-21,4,0.0,1061,645
2026-06-21,5,210.17,3393,442
2026-06-21,6,31.3,1478,1025
2026-06-22,1,423.7,8146,1207
2026-06-22,2,272.04,6042,1170
2026-06-22,3,38.12,741,504
2026-06-22,4,0.0,1229,631
2026-06-22,5,138.34,2758,406
2026-06-22,6,39.83,1085,775
2026-06-23,1,418.61,6461,926
2026-06-23,2,344.36,8402,861
2026-06-23,3,47.88,946,532
2026-06-23,4,0.0,946,667
2026-06-23,5,199.61,2517,409
2026-06-23,6,35.44,1185,785
2026-06-24,1,503.34,7814,1018
2026-06-24,2,404.42,10572,1324
2026-06-24,3,48.41,1062,500
2026-06-24,4,0.0,1691,855
2026-06-24,5,173.27,3229,408
2026-06-24,6,38.27,2008,1011
2026-06-25,1,381.98,10325,1154
2026-06-25,2,340.15,7477,1069
2026-06-25,3,39.39,822,668
2026-06-25,4,0.0,727,580
2026-06-25,5,152.41,2454,443
2026-06-25,6,35.48,1324,798
2026-06-26,1,312.2,7279,1218
2026-06-26,2,327.77,8723,927
2026-06-26,3,46.72,954,660
2026-06-26,4,0.0,1439,755
2026-06-26,5,153.64,3113,379
2026-06-26,6,35.65,1011,785
2026-06-27,1,467.07,9369,1544
2026-06-27,2,275.48,7601,1020
2026-06-27,3,32.94,1311,670
2026-06-27,4,0.0,1020,689
2026-06-27,5,169.02,2263,353
2026-06-27,6,27.64,1676,835
2026-06-28,1,477.09,10937,1229
2026-06-28,2,389.08,9287,951
2026-06-28,3,41.18,662,480
2026-06-28,4,0.0,1160,807
2026-06-28,5,131.45,2998,376
2026-06-28,6,32.27,1670,894
2026-06-29,1,377.78,11331,1625
2026-06-29,2,340.9,7916,1207
2026-06-29,3,52.96,721,560
2026-06-29,4,0.0,1109,825
2026-06-29,5,159.6,2494,394
2026-06-29,6,31.48,1989,1013
2026-06-30,1,363.45,11188,1369
2026-06-30,2,411.53,7865,993
2026-06-30,3,46.59,856,591
2026-06-30,4,0.0,1227,714
2026-06-30,5,165.38,3167,420
2026-06-30,6,36.56,2056,1101
