order_item_id,order_id,product_id,quantity,unit_price,discount
872,525,28,1,19.31,1.54
873,525,12,1,18.52,0.0
874,526,18,2,23.23,6.97
875,527,21,1,13.47,0.0
876,528,4,1,39.71,3.97
877,529,25,1,33.75,3.38
878,529,1,1,47.63,0.0
879,529,11,1,29.06,4.36
880,530,26,1,24.68,3.7
881,531,25,1,32.38,0.0
882,531,13,2,34.74,5.56
883,532,4,2,38.59,0.0
884,532,7,1,35.72,1.79
885,533,17,1,21.27,0.0
886,533,2,1,80.94,4.05
887,533,15,1,39.4,3.94
888,533,25,1,32.58,0.0
889,534,19,3,17.79,4.27
890,535,2,1,76.92,6.15
891,536,16,1,28.54,2.28
892,537,28,1,19.35,0.0
893,537,18,2,24.85,0.0
894,537,19,1,18.26,0.0
895,538,16,1,28.62,0.0
896,539,15,1,39.58,5.94
897,540,23,2,17.31,2.77
898,541,9,2,31.23,5.0
899,542,18,2,24.31,0.0
900,543,3,1,66.47,5.32
901,543,27,2,22.99,0.0
902,543,18,1,23.21,0.0
903,544,24,1,18.99,0.95
904,544,15,1,37.59,3.76
905,544,16,1,28.95,0.0
906,545,8,1,19.73,0.0
907,545,13,1,34.7,1.74
908,545,12,2,18.41,5.52
909,545,15,2,39.41,0.0
910,546,16,2,27.54,0.0
911,547,23,1,17.06,0.85
912,548,1,1,48.82,0.0
913,549,30,1,26.27,3.94
914,549,14,1,22.1,0.0
915,550,29,2,15.38,4.61
916,551,22,1,27.48,1.37
917,551,30,1,26.52,1.33
918,551,29,2,15.48,3.1
919,552,8,1,19.34,0.97
920,552,31,1,11.95,1.2
921,553,4,1,38.96,5.84
922,553,23,1,17.15,2.57
923,554,12,2,18.34,0.0
924,555,20,1,11.84,0.0
925,556,15,1,38.26,3.83
926,556,1,1,49.38,3.95
927,556,6,1,33.6,0.0
928,556,2,1,80.87,0.0
929,557,15,2,37.83,0.0
930,557,7,1,35.6,1.78
931,557,2,1,76.03,0.0
932,557,29,1,14.7,0.0
933,558,25,1,33.91,1.7
934,559,7,1,35.8,0.0
935,560,9,2,32.65,5.22
936,560,4,1,37.92,0.0
937,561,18,2,23.44,2.34
938,562,23,1,17.05,0.0
939,563,6,1,35.63,0.0
940,563,23,3,17.42,4.18
941,563,8,1,19.0,1.9
942,564,15,1,38.03,0.0
943,564,1,1,50.27,2.51
944,564,18,1,24.92,2.49
945,565,4,1,38.75,3.88
946,566,10,1,53.17,0.0
947,566,26,1,24.27,0.0
948,567,26,1,24.38,0.0
949,567,24,1,18.74,1.5
950,567,20,1,11.73,0.59
951,568,15,1,37.83,0.0
952,569,17,1,21.61,0.0
953,570,23,1,17.16,2.57
954,571,24,2,19.67,3.15
955,572,1,2,47.3,0.0
956,573,24,1,18.7,0.0
957,573,2,1,78.72,0.0
958,574,15,1,39.97,0.0
959,575,3,1,62.76,9.41
960,576,31,3,12.42,3.73
961,577,31,1,11.9,1.78
962,577,9,2,31.37,0.0
963,578,7,1,36.34,2.91
964,578,9,1,30.87,0.0
965,579,5,2,87.08,0.0
966,580,16,1,28.29,0.0
967,580,20,1,11.99,1.2
968,580,2,1,80.37,0.0
969,580,21,2,14.52,2.32
970,581,24,2,18.99,0.0
971,582,18,1,24.62,0.0
972,583,12,1,18.66,0.93
973,584,27,1,23.62,0.0
974,585,21,1,13.86,0.69
975,586,20,1,12.42,0.62
976,587,22,1,28.29,0.0
977,587,18,1,24.07,1.93
978,588,4,2,40.0,6.4
979,588,9,1,33.27,4.99
980,589,1,1,47.64,0.0
981,590,11,1,27.86,0.0
982,590,17,1,20.61,0.0
983,591,23,1,17.36,0.0
984,592,3,1,65.15,0.0
985,593,23,1,17.42,2.61
986,593,21,1,13.52,0.0
987,593,24,1,18.71,0.0
988,594,1,1,48.75,3.9
989,595,31,1,12.12,1.21
990,595,27,1,23.07,1.85
991,595,12,1,17.51,0.0
992,596,13,1,34.12,2.73
993,596,15,1,37.77,5.67
994,597,28,2,20.6,0.0
995,597,11,1,29.66,0.0
996,598,27,1,22.97,1.15
997,598,19,1,17.45,2.62
998,599,30,1,26.33,0.0
999,599,16,1,27.86,2.79
1000,600,27,1,23.69,3.55
1001,601,2,3,81.77,0.0
1002,602,11,1,30.0,2.4
1003,603,17,1,21.3,0.0
1004,603,24,2,19.21,5.76
1005,603,28,1,19.3,0.97
1006,604,22,1,29.0,2.32
1007,605,25,1,31.86,3.19
1008,606,10,1,53.5,0.0
1009,607,30,1,25.7,0.0
1010,607,22,1,28.08,2.25
1011,608,18,1,23.46,2.35
1012,609,7,1,35.44,3.54
1013,610,18,1,23.72,0.0
1014,610,7,1,35.68,1.78
1015,611,29,1,15.46,1.24
1016,612,1,1,47.25,0.0
1017,612,8,1,19.65,0.0
1018,612,5,1,89.52,4.48
1019,613,28,1,20.68,0.0
1020,614,13,1,32.71,4.91
1021,615,9,1,31.34,0.0
1022,615,16,1,26.95,1.35
1023,616,6,1,35.72,3.57
1024,616,27,2,23.19,0.0
1025,616,11,1,29.57,2.96
1026,617,14,1,22.05,0.0
1027,617,28,1,20.68,1.65
1028,618,12,1,18.7,2.8
1029,619,20,2,11.91,0.0
1030,620,12,1,17.94,0.0
1031,621,3,3,66.4,0.0
1032,621,29,2,14.86,2.38
1033,622,9,1,31.6,2.53
1034,622,21,1,14.09,0.0
1035,623,27,1,23.83,0.0
1036,623,22,1,27.17,0.0
1037,624,6,1,34.43,0.0
1038,625,7,1,36.02,0.0
1039,625,13,1,35.31,3.53
1040,626,8,1,19.66,0.98
1041,627,7,1,35.61,0.0
1042,628,18,1,23.78,0.0
1043,629,8,1,19.33,2.9
1044,629,15,1,39.63,3.17
1045,630,3,2,62.72,18.82
1046,630,19,1,17.52,1.75
1047,631,15,1,40.11,3.21
1048,631,25,1,34.0,0.0
1049,632,4,1,38.61,1.93
1050,632,8,1,19.15,1.53
1051,633,13,1,33.89,0.0
1052,634,2,1,78.0,3.9
1053,634,27,1,22.95,0.0
1054,635,27,1,22.77,3.42
1055,636,11,2,28.55,5.71
1056,636,23,1,17.31,1.38
1057,637,10,1,51.87,0.0
1058,638,4,1,40.06,0.0
1059,639,6,1,34.9,0.0
1060,639,16,1,27.94,2.79
1061,639,4,1,39.26,3.93
1062,640,10,1,52.95,4.24
1063,640,13,2,33.64,0.0
1064,641,22,1,27.15,1.36
1065,642,14,1,21.85,1.75
1066,643,12,1,17.99,1.44
1067,643,11,1,28.92,0.0
1068,644,27,1,23.84,1.91
1069,645,8,1,19.56,2.93
1070,646,7,1,36.68,2.93
1071,646,12,1,18.48,0.0
1072,647,7,1,37.02,5.55
1073,648,19,1,18.29,0.91
1074,649,23,1,17.67,0.0
1075,649,4,1,39.84,0.0
1076,650,21,1,13.92,0.0
1077,651,29,1,15.4,2.31
1078,651,26,1,23.41,2.34
1079,652,17,1,20.85,0.0
1080,653,26,1,23.74,1.19
1081,653,2,1,78.98,7.9
1082,654,18,1,24.17,0.0
1083,655,3,1,65.92,3.3
1084,656,5,2,92.03,14.72
1085,657,1,1,48.88,7.33
1086,658,9,2,30.76,0.0
1087,658,17,1,20.42,1.02
1088,658,3,2,63.74,0.0
1089,658,31,1,12.1,0.0
1090,659,17,1,21.38,0.0
1091,660,17,2,21.15,0.0
1092,661,30,1,26.38,2.64
1093,661,21,1,14.49,0.0
1094,661,8,2,18.35,0.0
1095,662,19,3,17.4,7.83
1096,663,10,2,50.12,0.0
1097,663,1,1,48.37,3.87
1098,663,30,3,25.02,11.26
1099,663,15,1,39.07,5.86
1100,664,18,3,23.75,0.0
1101,665,4,2,39.15,3.92
1102,665,8,1,19.34,0.0
1103,666,26,1,23.08,0.0
1104,667,26,2,23.93,0.0
1105,667,8,1,19.66,1.57
1106,667,6,3,36.17,0.0
1107,668,5,2,90.38,18.08
1108,669,9,2,32.99,0.0
1109,670,28,1,20.61,1.65
1110,671,1,1,49.56,0.0
1111,672,12,1,17.8,0.0
1112,672,4,1,37.85,3.03
1113,673,21,1,13.95,0.7
1114,673,2,1,76.68,3.83
1115,674,11,1,28.01,2.24
1116,674,12,1,18.41,1.84
1117,675,15,1,39.74,5.96
1118,676,7,2,35.18,3.52
1119,677,15,1,38.74,1.94
1120,677,8,1,19.33,0.0
1121,678,24,1,18.35,0.0
1122,678,10,1,52.82,2.64
1123,679,6,2,34.15,3.42
1124,679,19,1,17.45,0.0
1125,680,1,3,48.44,0.0
1126,680,4,1,38.57,1.93
1127,681,6,1,35.8,0.0
1128,681,24,1,19.62,0.0
1129,682,9,1,32.07,0.0
1130,683,2,1,80.26,0.0
1131,683,28,1,20.27,0.0
1132,684,28,1,20.19,1.01
1133,684,18,1,23.71,0.0
1134,685,2,1,81.46,0.0
1135,685,25,1,31.85,4.78
1136,686,12,1,17.57,2.64
1137,686,15,1,39.12,1.96
1138,687,28,1,19.63,1.96
1139,688,29,1,14.74,0.0
1140,689,20,1,11.59,0.93
1141,690,22,2,28.07,0.0
1142,690,27,2,23.2,2.32
1143,690,30,2,25.96,7.79
1144,691,6,1,35.76,0.0
1145,691,3,1,62.61,0.0
1146,692,18,1,24.56,0.0
1147,693,13,1,33.35,5.0
1148,693,18,1,24.01,1.2
1149,693,24,1,19.03,0.0
1150,693,19,1,18.52,0.0
1151,694,30,1,25.14,0.0
1152,695,30,1,25.97,2.08
1153,695,14,1,22.78,3.42
1154,696,31,1,12.05,0.0
1155,696,6,1,36.28,5.44
1156,697,9,1,32.68,0.0
1157,698,31,1,12.39,0.0
1158,699,16,1,27.22,2.72
1159,700,29,2,14.88,2.98
1160,700,31,1,11.94,0.0
1161,701,14,1,21.51,3.23
1162,702,14,1,22.09,3.31
1163,703,25,1,31.93,3.19
1164,703,30,1,25.8,0.0
1165,704,25,1,34.21,1.71
1166,705,19,1,18.02,1.8
1167,705,28,1,20.78,0.0
1168,706,5,1,89.46,7.16
1169,707,11,1,29.31,0.0
1170,708,1,1,49.9,3.99
1171,709,29,1,14.61,0.0
1172,710,13,1,34.79,0.0
1173,711,6,1,33.68,5.05
1174,712,19,1,17.59,1.76
1175,713,1,1,49.85,3.99
1176,714,5,1,87.37,4.37
1177,714,16,2,27.59,0.0
1178,715,18,1,23.33,0.0
1179,716,28,1,19.64,0.98
1180,716,29,1,14.75,2.21
1181,716,14,1,22.06,1.76
1182,717,12,1,18.64,1.86
1183,718,8,1,19.16,0.96
1184,718,22,1,27.91,0.0
1185,719,15,1,38.39,5.76
1186,720,2,1,79.93,0.0
1187,721,23,1,16.74,0.0
1188,722,23,1,16.76,1.34
1189,723,21,1,14.03,0.7
1190,723,20,1,12.46,0.0
1191,724,25,1,34.05,3.4
1192,725,18,1,23.39,0.0
1193,725,15,1,40.22,0.0
1194,726,5,1,87.24,4.36
1195,727,15,1,39.53,0.0
1196,727,17,1,20.3,1.62
1197,727,2,1,79.68,7.97
1198,728,11,2,29.0,0.0
1199,729,1,1,50.08,0.0
1200,729,30,1,25.38,1.27
1201,730,28,1,20.18,2.02
1202,730,2,1,81.18,12.18
1203,730,24,1,18.36,0.0
1204,731,10,3,52.65,12.64
1205,732,25,1,33.86,0.0
1206,732,18,1,24.42,3.66
1207,733,12,1,17.36,1.74
1208,734,15,1,39.08,1.95
1209,735,2,1,79.22,0.0
1210,735,11,2,28.81,5.76
1211,736,5,1,91.01,13.65
1212,736,7,1,35.36,0.0
1213,737,13,1,33.26,0.0
1214,737,16,2,28.67,0.0
1215,737,25,1,31.97,3.2
1216,737,11,1,28.51,0.0
1217,738,13,1,33.84,5.08
1218,739,5,1,88.57,0.0
1219,739,13,1,35.28,1.76
1220,739,19,1,18.44,0.0
1221,740,2,1,76.46,11.47
1222,741,26,1,24.5,0.0
1223,742,20,1,12.24,0.0
1224,743,6,1,36.35,0.0
1225,743,18,1,24.4,1.22
1226,743,20,2,11.99,0.0
1227,744,19,2,18.12,5.44
1228,745,14,1,21.74,0.0
1229,745,8,2,19.51,3.9
1230,746,24,2,19.28,1.93
1231,746,17,1,20.92,0.0
1232,746,9,1,32.36,0.0
1233,746,1,1,49.22,0.0
1234,747,13,1,32.77,4.92
1235,748,19,1,18.22,0.0
1236,749,7,1,36.82,0.0
1237,750,1,1,48.46,0.0
1238,751,11,1,29.01,0.0
1239,751,8,1,18.5,0.0
1240,752,20,1,12.15,0.61
1241,753,15,1,39.57,3.96
1242,753,18,1,23.38,0.0
1243,753,13,1,34.3,1.71
1244,754,20,1,12.32,0.0
1245,755,15,1,38.52,0.0
1246,756,3,1,66.36,0.0
1247,756,22,1,27.5,0.0
1248,757,29,1,15.02,1.5
1249,757,19,1,18.21,0.0
1250,757,6,1,35.54,0.0
1251,757,30,1,26.06,0.0
1252,758,21,1,13.69,0.0
1253,759,13,1,34.49,3.45
1254,759,3,1,65.68,9.85
1255,760,19,1,17.43,0.87
1256,760,25,1,33.47,0.0
1257,761,31,1,12.14,0.61
1258,762,8,2,18.88,1.89
1259,762,27,1,23.01,1.84
1260,763,17,2,21.42,0.0
1261,763,8,1,19.53,0.98
1262,763,22,2,28.72,0.0
1263,764,2,2,79.81,0.0
1264,764,6,3,36.19,0.0
1265,764,10,1,51.22,0.0
1266,765,26,1,24.37,0.0
1267,766,18,2,24.89,0.0
1268,767,4,2,39.81,7.96
1269,767,16,2,28.64,2.86
1270,768,12,1,18.45,0.0
1271,768,7,1,36.38,5.46
1272,768,11,1,29.19,4.38
1273,768,29,2,14.99,0.0
1274,769,24,2,18.35,0.0
1275,769,10,1,50.43,0.0
1276,770,22,1,27.05,0.0
1277,770,13,1,34.27,0.0
1278,771,10,1,53.46,8.02
1279,772,7,1,36.37,0.0
1280,773,20,2,12.39,3.72
1281,774,7,1,35.61,0.0
1282,774,10,1,51.83,0.0
1283,775,28,1,20.35,0.0
1284,775,19,3,17.65,0.0
1285,776,25,1,32.37,2.59
1286,777,6,1,35.69,0.0
1287,778,25,1,31.72,2.54
1288,779,12,1,18.2,0.0
1289,780,21,1,13.75,0.69
1290,781,15,1,39.25,0.0
1291,782,30,1,25.57,0.0
1292,783,5,2,89.61,8.96
1293,784,28,1,19.87,1.59
1294,785,4,2,39.1,6.26
1295,785,3,1,64.97,9.75
1296,785,11,1,27.86,1.39
1297,786,16,1,27.72,4.16
1298,787,2,1,77.99,3.9
1299,787,20,1,12.38,0.0
1300,788,12,3,17.4,7.83
1301,789,5,2,86.87,0.0
1302,790,9,1,30.73,3.07
1303,790,24,1,19.55,0.0
1304,790,26,2,24.71,3.95
1305,791,9,1,33.14,0.0
1306,792,22,1,27.43,0.0
1307,792,28,1,19.64,2.95
1308,793,26,1,24.17,0.0
1309,794,16,1,28.06,0.0
1310,795,24,1,19.32,1.93
1311,796,5,1,87.75,0.0
1312,796,29,2,14.79,0.0
1313,797,7,1,36.02,0.0
1314,798,28,2,20.41,3.27
1315,798,5,1,91.26,0.0
1316,798,8,2,18.71,0.0
1317,799,30,1,25.53,1.28
1318,799,21,1,13.62,0.0
1319,800,31,2,11.93,1.19
1320,801,2,1,81.31,0.0
1321,802,31,1,11.77,0.0
1322,802,15,1,38.47,1.92
1323,803,5,2,86.61,13.86
1324,804,20,1,11.96,1.2
1325,804,16,1,28.77,0.0
1326,804,31,1,12.1,0.0
1327,805,5,2,89.25,8.93
1328,805,29,1,14.83,0.0
1329,805,11,1,29.72,4.46
1330,805,10,1,50.0,5.0
1331,806,16,1,26.89,0.0
1332,806,4,1,40.4,0.0
1333,807,19,1,17.86,0.0
1334,808,29,1,15.22,1.22
1335,808,10,1,53.83,0.0
1336,809,31,2,12.02,0.0
1337,810,21,1,14.45,0.0
1338,811,2,2,80.45,8.04
1339,811,4,1,39.96,0.0
1340,812,30,1,25.02,1.25
1341,813,20,1,12.48,1.25
1342,814,13,2,34.34,5.49
1343,814,15,2,39.01,7.8
1344,814,5,1,92.41,0.0
1345,815,3,1,64.02,0.0
1346,816,9,1,32.59,3.26
1347,817,30,1,25.35,2.54
1348,818,23,1,16.77,1.68
1349,818,25,1,34.05,0.0
1350,819,31,1,11.62,1.74
1351,820,10,3,52.18,23.48
1352,821,20,1,11.69,0.58
1353,822,26,2,23.73,4.75
1354,823,1,1,49.55,0.0
1355,824,31,1,12.43,0.0
1356,824,15,3,37.66,16.95
1357,825,4,1,37.57,5.64
1358,826,31,1,12.25,0.0
1359,827,3,1,65.28,0.0
1360,827,23,1,17.02,0.0
1361,828,31,1,11.55,1.16
1362,829,12,1,18.31,2.75
1363,830,27,1,23.06,0.0
1364,831,10,1,50.23,7.53
1365,832,28,2,19.58,0.0
1366,832,7,2,35.17,10.55
1367,832,2,1,79.34,6.35
1368,833,11,3,29.76,13.39
1369,834,7,1,36.11,0.0
1370,834,21,3,13.58,4.07
1371,835,6,2,34.01,0.0
1372,836,7,1,35.13,5.27
1373,836,23,2,17.25,1.73
1374,837,18,1,23.6,0.0
1375,838,27,1,23.4,1.17
1376,839,31,1,11.79,1.18
1377,840,22,1,28.71,2.3
1378,840,11,1,28.17,2.25
1379,841,5,2,89.53,14.32
1380,841,10,1,50.25,0.0
1381,842,14,1,21.21,2.12
1382,842,7,2,34.59,5.53
1383,843,7,1,35.64,5.35
1384,844,22,1,27.78,0.0
1385,845,22,2,26.88,0.0
1386,846,29,2,15.48,0.0
1387,847,31,2,12.13,2.43
1388,848,2,1,76.97,11.55
1389,849,4,2,40.05,0.0
1390,849,30,1,26.15,0.0
1391,849,20,2,11.76,3.53
1392,849,18,1,24.44,2.44
1393,850,24,2,19.08,1.91
1394,850,18,2,24.02,0.0
1395,851,30,1,26.37,0.0
1396,852,31,1,11.81,0.94
1397,852,4,1,39.97,3.2
1398,852,20,1,12.18,0.0
1399,853,19,1,18.31,1.83
1400,854,30,3,26.5,6.36
1401,855,7,2,35.73,10.72
1402,855,10,1,51.49,0.0
1403,856,9,1,30.91,4.64
1404,856,25,1,34.04,0.0
1405,857,25,1,33.14,3.31
1406,857,11,1,28.82,4.32
1407,858,27,1,23.67,0.0
1408,858,13,1,34.82,3.48
1409,858,24,1,18.61,0.0
1410,858,11,1,29.4,4.41
1411,859,7,2,36.27,0.0
1412,859,26,1,24.45,1.22
1413,859,29,2,14.82,4.45
1414,860,12,2,18.05,5.42
1415,861,16,1,27.23,2.18
1416,861,18,1,24.13,3.62
1417,861,21,2,14.43,0.0
1418,862,19,1,17.49,0.0
1419,862,4,1,40.12,0.0
1420,862,11,2,30.13,0.0
1421,862,28,1,19.38,1.94
1422,863,1,2,50.42,10.08
1423,863,23,1,17.31,0.0
1424,863,10,1,51.1,0.0
1425,864,6,1,34.5,3.45
1426,865,21,1,13.86,2.08
1427,865,4,1,39.1,3.91
1428,866,24,2,19.44,3.11
1429,867,12,1,17.87,1.43
1430,868,15,1,40.49,0.0
1431,868,13,1,33.68,0.0
1432,869,22,1,27.17,4.08
1433,869,15,2,40.48,0.0
1434,870,2,1,76.93,11.54
1435,870,25,1,32.71,0.0
1436,870,22,1,28.67,2.29
1437,871,19,1,18.08,0.0
1438,872,12,1,18.66,1.87
1439,872,29,1,14.78,0.0
1440,873,8,2,18.43,0.0
1441,873,26,1,24.17,0.0
1442,873,31,1,12.13,0.0
1443,874,29,1,14.76,0.0
1444,875,10,1,51.75,5.18
1445,875,19,1,17.63,0.0
1446,875,3,2,64.88,10.38
1447,876,16,3,29.08,0.0
1448,876,27,2,22.27,4.45
1449,877,14,1,21.94,2.19
1450,878,30,1,25.69,2.57
1451,878,11,1,29.31,1.47
1452,879,19,1,18.37,1.47
1453,880,12,2,17.58,3.52
1454,881,28,1,19.81,1.98
1455,882,29,3,14.6,0.0
1456,882,2,2,81.97,0.0
1457,882,8,1,19.11,0.96
1458,883,6,1,35.86,0.0
1459,883,4,1,39.99,0.0
1460,884,24,1,18.63,1.49
1461,885,28,1,19.99,1.6
1462,885,22,1,27.43,0.0
1463,886,16,1,27.52,2.75
1464,886,17,1,21.53,3.23
1465,886,11,1,28.3,0.0
1466,887,14,1,21.81,0.0
1467,888,3,1,63.64,0.0
1468,888,4,1,37.95,5.69
1469,888,5,1,88.8,0.0
1470,888,29,1,15.22,2.28
1471,889,20,2,11.58,0.0
1472,890,29,2,14.54,1.45
1473,890,22,2,28.06,4.49
1474,891,17,1,20.33,3.05
1475,892,15,1,39.22,0.0
1476,892,25,1,33.27,0.0
1477,892,18,1,24.25,1.94
1478,893,13,1,34.39,0.0
1479,894,15,1,37.55,0.0
1480,894,1,1,49.98,2.5
1481,894,8,1,18.58,1.86
1482,895,19,1,17.49,0.0
1483,895,20,1,11.61,0.0
1484,896,29,1,14.9,1.19
1485,896,24,1,19.73,0.0
1486,896,4,1,40.28,2.01
1487,897,2,1,80.29,4.01
1488,898,8,1,19.06,0.0
1489,898,11,2,30.16,4.83
1490,899,12,1,18.58,1.86
1491,900,25,1,33.92,0.0
1492,900,12,1,18.09,2.71
1493,901,28,1,19.62,2.94
1494,902,21,1,13.77,1.38
1495,903,18,1,23.64,0.0
1496,904,24,1,19.2,0.0
1497,904,27,1,23.11,1.85
1498,905,10,1,53.62,5.36
1499,905,8,1,18.33,0.0
1500,905,15,1,38.3,5.74
1501,906,23,2,17.66,1.77
1502,907,4,2,38.91,11.67
1503,908,2,1,81.03,12.15
1504,908,25,1,34.16,2.73
1505,909,4,1,38.89,5.83
1506,909,28,1,19.38,0.0
1507,910,16,1,29.05,0.0
1508,911,31,1,12.35,0.99
1509,911,8,1,19.29,0.0
1510,912,5,1,89.51,0.0
1511,913,6,1,33.98,5.1
1512,914,7,2,35.34,0.0
1513,914,5,1,86.57,6.93
1514,915,5,1,89.06,0.0
1515,915,9,1,32.88,0.0
1516,915,20,2,11.74,1.17
1517,916,13,3,32.85,0.0
1518,916,5,2,90.91,0.0
1519,917,22,1,28.29,2.83
1520,917,10,2,50.95,0.0
1521,918,8,1,18.31,1.83
1522,919,27,1,23.77,0.0
1523,919,24,1,19.25,1.54
1524,920,15,1,40.1,3.21
1525,921,16,1,28.13,2.25
1526,921,10,2,53.44,0.0
1527,921,26,1,23.92,0.0
1528,921,17,1,20.37,0.0
1529,922,16,1,27.26,4.09
1530,922,26,1,24.44,1.96
1531,923,17,1,21.02,0.0
1532,923,6,1,34.69,2.78
1533,924,6,2,34.86,0.0
1534,925,12,1,17.72,2.66
1535,926,31,1,11.54,1.15
1536,926,16,2,29.07,0.0
1537,926,28,2,19.63,5.89
1538,927,6,1,35.4,0.0
1539,927,29,1,15.4,0.0
1540,928,10,1,50.18,0.0
1541,928,20,1,11.53,0.58
1542,929,20,1,12.42,0.0
1543,930,30,1,26.49,2.12
1544,931,8,1,19.23,0.0
1545,932,7,1,35.64,3.56
1546,932,23,1,17.27,0.86
1547,932,20,2,12.0,1.92
1548,932,17,2,20.91,0.0
1549,933,7,3,35.26,0.0
1550,933,23,1,16.34,1.31
1551,934,2,1,78.13,6.25
1552,935,18,1,23.14,0.0
1553,935,6,1,35.7,0.0
1554,936,29,1,15.37,0.0
1555,937,11,2,27.88,8.36
1556,938,10,1,54.0,4.32
1557,938,15,1,38.86,3.89
1558,938,27,1,23.36,2.34
1559,939,13,3,34.42,0.0
1560,940,23,2,17.62,0.0
1561,941,28,1,20.04,0.0
1562,941,1,2,47.5,0.0
1563,941,8,1,19.71,0.0
1564,942,2,2,81.14,8.11
1565,943,1,1,49.13,0.0
1566,943,2,1,81.17,0.0
1567,944,25,1,32.78,0.0
1568,944,3,1,62.05,0.0
1569,944,8,2,18.93,1.89
1570,945,6,1,34.51,3.45
1571,946,31,1,12.12,0.0
1572,947,4,1,39.36,3.94
1573,948,19,2,17.4,5.22
1574,948,10,2,51.7,0.0
1575,949,12,1,18.71,0.0
1576,949,28,1,19.4,0.97
